mountain_name,district,신고년월일,신고년,신고월,신고일,신고요일,신고시각,신고시,신고분,발생장소_시,발생장소_구,발생장소_동,발생장소_리,현장과의거리,관할구분코드명,사고원인코드명_사고종별,x_4326,y_4326,elevation,slope,STN,WD,WS,GST,GST.1,GST.2,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN.1,RN.2,RN.3,SD,SD.1,SD.2,WC,WP,WW,CA,CA.1,CH,CT,CT.1,CT.2,CT.3,VS,SS,SI,ST,TS,TE,TE.1,TE.2,TE.3,ST.1,WH,BF,IR,IX
가야산,경남,9/2/2018,2018,9,2,일,오후 2:14:00,14,14,경상남도,합천군,가야면,구원리,0,타관할,기타산악,128.1005479,35.77358294,884.4230769,225,284,7,0.7,-9,-9,-9,983,1008.7,-9,-9,21.7,17.6,78,20.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,10,10,6,-,-9,-9,-9,2000,0,-9,-9,25,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,9/9/2015,2015,9,9,수,오후 12:30:00,12,30,경상남도,거창군,가조면,수월리,18,관할,산악기타,128.048294,35.746518,850.4166667,220,284,34,3.6,-9,-9,-9,987.9,1013.5,7,-2.1,24.9,11,42,13.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,26.1,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/24/2016,2016,10,24,월,오후 6:42:00,18,42,경상남도,거창군,가조면,수월리,16,관할,일반조난,128.0456384,35.74681837,881.2790698,205,284,0,0.4,-9,-9,-9,989.7,1016.3,8,-0.1,14.4,10.2,76,12.4,-9,0,0,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,-9,0,-9,-9,15,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,8/8/2016,2016,8,8,월,오후 12:30:00,12,30,경상남도,거창군,가조면,수월리,20,관할,암벽등반,128.039093,35.74530029,844.6666667,215,284,14,1.4,-9,-9,-9,980.8,1005.5,7,-1.9,32.5,22.8,57,27.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,55.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,8/12/2019,2019,8,12,월,오후 12:56:00,12,56,경상남도,거창군,가조면,수월리,13,관할,실족추락,128.0381012,35.74171066,708.4090909,205,284,14,2.8,-9,-9,-9,976.5,1001.7,4,0,26,24.4,91,30.6,0,0.9,0.9,-9,-9,-9,-9,-9,-9,-,9,9,5,-,-9,-9,-9,1510,0,-9,-9,26.5,-99,-99,-99,-99,-9,-9,-9,1,-9
가야산,경남,5/30/2018,2018,5,30,수,오후 12:45:00,12,45,경상남도,거창군,가조면,수월리,13,관할,기타산악,128.0394122,35.74390607,709.5652174,210,284,34,0.6,-9,-9,-9,982.6,1008.2,5,-1.2,22.2,19.7,86,22.9,7.4,7.4,7.4,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,1018,0.1,-9,-9,27.9,-99,-99,-99,-99,-9,-9,-9,1,-9
가야산,경남,3/30/2020,2020,3,30,월,오후 1:40:00,13,40,경상남도,거창군,가조면,수월리,18,관할,기타산악,128.0392235,35.74516737,844.6666667,215,284,14,1.6,-9,-9,-9,992.3,1018.9,-9,-9,15.5,-1.1,32,5.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,6,0,-9,-,-9,-9,-9,2000,1,-9,-9,28.2,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/22/2013,2013,10,22,화,오후 10:01:00,22,1,경상남도,합천군,가야면,치인리,35,관할,일반조난,128.0948955,35.83181805,1002.45098,245,284,25,0.6,-9,-9,-9,996.1,1023.1,-9,-9,12.2,9.5,84,11.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,-9,-9,-9,-9,12.2,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/21/2019,2019,10,21,월,오후 2:34:00,14,34,경상남도,거창군,가조면,수월리,18,관할,실족추락,128.0399033,35.74319748,709.5652174,210,284,11,2.8,-9,-9,-9,989.4,1015.3,-9,-9,21.6,7.7,41,10.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.8,-9,-9,27.7,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/10/2018,2018,11,10,토,오후 3:00:00,15,0,경상남도,합천군,가야면,치인리,0,타관할,개인질환,128.0948353,35.77232706,958.4782609,195,284,27,2.7,-9,-9,-9,996.1,1022.4,7,-2.9,17.9,3.7,39,8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,1366,1,-9,-9,18,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/1/2015,2015,2,1,일,오후 12:54:00,12,54,경상남도,거창군,가북면,용암리,32,관할,산악기타,128.0716093,35.83001893,877.5,175,284,5,1.1,-9,-9,-9,1003.1,1031.4,7,-2.6,2.4,-15.6,25,1.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,9.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/5/2013,2013,2,5,화,오후 12:48:00,12,48,경상남도,거창군,가조면,수월리,16,관할,실족추락,128.0394624,35.74464402,844.6666667,215,284,36,0.7,-9,-9,-9,994.7,1022.5,7,-1.8,-0.6,-3.4,81,4.8,-9,-9,-9,-9,-9,-9,-9,10,22,19,10,3,10,ScAs,-9,2,5,800,0,-9,-9,-0.1,-99,-99,-99,-99,-9,-9,-9,3,1
가야산,경남,10/7/2011,2011,10,7,금,오후 4:25:00,16,25,경상남도,거창군,가북면,용암리,32,관할,산악기타,128.0516591,35.82106297,860.7894737,180,284,9,1.3,-9,-9,-9,990.8,1016.1,-9,-9,21.9,3.5,30,7.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1,-9,-9,31.7,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,9/16/2019,2019,9,16,월,오전 9:50:00,9,50,경상남도,합천군,가야면,구원리,45,타관할,기타산악,128.10329,35.774467,794.4827586,215,284,14,0.8,-9,-9,-9,984.7,1010.4,2,1,21.9,16.1,70,18.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,5,5,16,-,-9,-9,-9,2000,0.8,-9,-9,25.6,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,5/5/2015,2015,5,5,화,오후 10:33:00,22,33,경상남도,거창군,가북면,용암리,36,관할,산악기타,128.071594,35.83020733,877.5,175,284,32,0.8,-9,-9,-9,984.3,1011.1,-9,-9,11.9,1.5,49,6.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,-9,-9,-9,11.6,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/7/2014,2014,2,7,금,오후 12:40:00,12,40,경상남도,거창군,가북면,용암리,20,관할,산악기타,128.0653874,35.82707439,800,160,284,27,1.2,-9,-9,-9,991.4,1019.1,7,-3.5,5.2,-4.6,49,4.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,10,3,10,ScAs,-9,1,5,2000,0.7,-9,-9,11.9,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,4/28/2011,2011,4,28,목,오전 10:09:00,10,9,경상남도,거창군,가북면,용암리,35,관할,일반조난,128.0850062,35.7994953,764.3902439,175,284,20,2.6,-9,-9,-9,981.4,1008.2,-9,-9,10.8,2.1,55,7.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,7,7,10,Sc,0,0,5,1800,0.2,-9,-9,12.1,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,4/23/2017,2017,4,23,일,오전 9:32:00,9,32,경상남도,거창군,가북면,용암리,28,관할,일반조난,128.0661699,35.82277237,739.5454545,95,284,0,0.3,-9,-9,-9,991.4,1018.5,0,0.4,10.6,6.5,76,9.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,1490,1,-9,-9,17.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/27/2021,2021,2,27,토,오후 3:14:00,15,14,경상남도,합천군,가야면,구원리,41.6,타관할,기타산악,128.0993042,35.77370071,884.4230769,225,284,7,4.2,-9,-9,-9,1000.4,1028.2,7,-1.9,8.9,-0.9,50,5.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,4,0,-9,-,-9,-9,-9,2000,1,-9,-9,16.1,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,12/6/2014,2014,12,6,토,오후 5:10:00,17,10,경상남도,거창군,가조면,수월리,15,,일반조난,128.0392929,35.74532858,844.6666667,215,284,25,1.2,-9,-9,-9,994.1,1022.3,-9,-9,0.8,-10.6,42,2.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,3,3,10,Sc,0,0,5,2000,0.7,-9,-9,0.2,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,12/12/2020,2020,12,12,토,오후 1:39:00,13,39,경상남도,거창군,가조면,수월리,17,관할,실족추락,128.04265,35.748299,844.6666667,215,284,32,3.4,-9,-9,-9,989.9,1017.5,-9,-9,7.9,-9,29,3.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,1941,1,-9,-9,14.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,7/15/2012,2012,7,15,일,오후 2:32:00,14,32,경상남도,거창군,가북면,용암리,30,관할,산악기타,128.049934,35.8144999,652.9545455,95,284,11,1.2,-9,-9,-9,974.4,998.7,-9,-9,28.4,22.8,72,27.7,-9,13,13,-9,-9,-9,-9,-9,-9,-,9,9,9,Sc,0,0,5,1500,0.1,-9,-9,36.7,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,5/24/2020,2020,5,24,일,오후 12:12:00,12,12,경상남도,거창군,가조면,수월리,18,관할,기타산악,128.0393042,35.74564676,844.6666667,215,284,20,4.5,-9,-9,-9,982.9,1008.4,5,-0.7,22.8,15.3,63,17.4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,10,9,12,-,-9,-9,-9,2000,0.3,-9,-9,27.1,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,6/22/2014,2014,6,22,일,오후 12:48:00,12,48,경상남도,거창군,가조면,수월리,12,관할,산악기타,128.0392055,35.74534727,844.6666667,215,284,14,2.8,-9,-9,-9,981,1006.3,7,-1.8,23.7,14.3,56,16.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,9,2,10,ScCi,1,0,5,1500,0.7,-9,-9,47.1,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,9/25/2011,2011,9,25,일,오전 11:08:00,11,8,경상남도,거창군,가조면,수월리,19,관할,산악기타,128.0393005,35.74550468,844.6666667,215,284,7,0.6,-9,-9,-9,995.8,1021.3,-9,-9,21.4,14,63,16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,3,1,10,ScCi,1,0,5,1800,1,-9,-9,36.4,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,5/17/2020,2020,5,17,일,오전 10:56:00,10,56,경상남도,거창군,가북면,우혜리,17,관할,실족추락,128.0440907,35.75215638,951.5853659,180,284,0,0.1,-9,-9,-9,980.2,1005.8,-9,-9,21.8,14.9,65,16.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,7,1,7,-,-9,-9,-9,1352,1,-9,-9,28.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/4/2018,2018,11,4,일,오후 9:22:00,21,22,경상남도,합천군,가야면,죽전리,33,관할,일반조난,128.0704826,35.78263342,947.5,155,284,0,0.2,-9,-9,-9,994.8,1022.5,2,2.8,6.2,2.9,80,7.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,585,-9,-9,-9,7.4,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,12/17/2016,2016,12,17,토,오후 12:56:00,12,56,경상남도,거창군,가조면,수월리,18,관할,산악기타,128.0410296,35.74990313,944.6982759,220,284,7,0.8,-9,-9,-9,1001.3,1029,7,-1.9,7.4,-2.6,49,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,4.8,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,8/13/2016,2016,8,13,토,오후 4:05:00,16,5,경상남도,합천군,가야면,치인리,22,타관할,실족추락,128.0751967,35.78955969,724.1176471,155,284,27,1.8,-9,-9,-9,978,1002.5,-9,-9,35,19.7,41,22.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,55,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,12/17/2016,2016,12,17,토,오후 12:56:00,12,56,경상남도,거창군,가조면,수월리,6,관할,산악기타,128.0410296,35.74990313,944.6982759,220,284,7,0.8,-9,-9,-9,1001.3,1029,7,-1.9,7.4,-2.6,49,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,4.8,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,6/23/2012,2012,6,23,토,오후 4:13:00,16,13,경상남도,거창군,가북면,용암리,15,관할,산악기타,128.0330754,35.81601667,685.7291667,230,284,16,5.4,-9,-9,-9,980.7,1005.2,-9,-9,27.6,17.4,54,19.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,7,3,10,ScCi,2,0,5,1500,0.2,-9,-9,36.8,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,5/24/2020,2020,5,24,일,오후 12:12:00,12,12,경상남도,거창군,가조면,수월리,5.7,관할,기타산악,128.0393042,35.74564676,844.6666667,215,284,20,4.5,-9,-9,-9,982.9,1008.4,5,-0.7,22.8,15.3,63,17.4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,10,9,12,-,-9,-9,-9,2000,0.3,-9,-9,27.1,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,8/8/2016,2016,8,8,월,오후 12:30:00,12,30,경상남도,거창군,가조면,수월리,4,,산악기타,128.039093,35.74530029,844.6666667,215,284,14,1.4,-9,-9,-9,980.8,1005.5,7,-1.9,32.5,22.8,57,27.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,55.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,9/25/2011,2011,9,25,일,오전 11:08:00,11,8,경상남도,거창군,가조면,수월리,3.5,관할,산악기타,128.0393005,35.74550468,844.6666667,215,284,7,0.6,-9,-9,-9,995.8,1021.3,-9,-9,21.4,14,63,16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,3,1,10,ScCi,1,0,5,1800,1,-9,-9,36.4,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,1/24/2015,2015,1,24,토,오후 3:22:00,15,22,경상남도,거창군,가조면,수월리,5,,일반조난,128.0498807,35.74510596,850.4166667,220,284,14,2.6,-9,-9,-9,996.2,1023.6,6,-1.7,8.7,-4.8,38,4.3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,-9,1,-9,-9,12.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,4/23/2017,2017,4,23,일,오전 9:32:00,9,32,경상남도,거창군,가북면,용암리,16,관할,실족추락,128.0661699,35.82277237,739.5454545,95,284,0,0.3,-9,-9,-9,991.4,1018.5,0,0.4,10.6,6.5,76,9.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,1490,1,-9,-9,17.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/27/2021,2021,2,27,토,오후 3:14:00,15,14,경상남도,합천군,가야면,구원리,16,관할,실족추락,128.0993042,35.77370071,884.4230769,225,284,7,4.2,-9,-9,-9,1000.4,1028.2,7,-1.9,8.9,-0.9,50,5.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,4,0,-9,-,-9,-9,-9,2000,1,-9,-9,16.1,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,12/12/2020,2020,12,12,토,오후 1:39:00,13,39,경상남도,거창군,가조면,수월리,4,관할,기타산악,128.04265,35.748299,844.6666667,215,284,32,3.4,-9,-9,-9,989.9,1017.5,-9,-9,7.9,-9,29,3.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,1941,1,-9,-9,14.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,9/20/2021,2021,9,20,월,오후 2:33:00,14,33,경상남도,거창군,가조면,수월리,5,,일반조난,128.0327582,35.74402928,734.8076923,245,284,14,1.4,-9,-9,-9,986.2,1012,-9,-9,24.8,18,66,20.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,9,9,15,-,-9,-9,-9,2000,0.2,-9,-9,30.9,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/11/2018,2018,2,11,일,오후 1:22:00,13,22,경상남도,거창군,가조면,수월리,2.7,관할,실족추락,128.0409945,35.75046091,944.6982759,220,284,32,5.9,34,12,1259,992.1,1020.5,-9,-9,-0.9,-15.5,32,1.8,-9,0,0,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,0.9,-9,-9,11,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,9/9/2018,2018,9,9,일,오후 3:19:00,15,19,경상남도,거창군,가조면,수월리,3.9,관할,개인질환,128.04807,35.74361,771.0869565,210,284,0,0.2,-9,-9,-9,987.1,1012.6,7,-0.9,25.7,13.8,48,15.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.4,-9,-9,36.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/1/2015,2015,2,1,일,오후 12:54:00,12,54,경상남도,거창군,가북면,용암리,21,관할,실족추락,128.0716093,35.83001893,877.5,175,284,5,1.1,-9,-9,-9,1003.1,1031.4,7,-2.6,2.4,-15.6,25,1.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,1,-9,-9,9.3,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/25/2014,2014,10,25,토,오후 12:57:00,12,57,경상남도,거창군,가조면,수월리,4,관할,산악기타,128.0397075,35.74571252,844.6666667,215,284,2,1.1,-9,-9,-9,993.8,1020.2,7,-2.7,17,7.8,55,10.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1,-9,-9,27.3,-99,-99,-99,-99,-9,-9,-9,-9,2
가야산,경남,7/2/2013,2013,7,2,화,오전 11:19:00,11,19,경상남도,거창군,가조면,수월리,4,관할,개인(급.만성)질환,128.0394733,35.74508736,844.6666667,215,284,34,1.7,-9,-9,-9,979.1,1004.4,-9,-9,25.7,21.9,80,26.3,-9,0.5,0.5,-9,-9,-9,-9,-9,-9,19,10,5,10,ScAs,-9,2,5,1100,0,-9,-9,31.1,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,2/5/2013,2013,2,5,화,오후 12:48:00,12,48,경상남도,거창군,가조면,수월리,10,관할,일반조난,128.0394624,35.74464402,844.6666667,215,284,36,0.7,-9,-9,-9,994.7,1022.5,7,-1.8,-0.6,-3.4,81,4.8,-9,-9,-9,-9,-9,-9,-9,10,22,19,10,3,10,ScAs,-9,2,5,800,0,-9,-9,-0.1,-99,-99,-99,-99,-9,-9,-9,3,1
가야산,경남,10/7/2011,2011,10,7,금,오후 4:25:00,16,25,경상남도,거창군,가북면,용암리,19,관할,실족추락,128.0516591,35.82106297,860.7894737,180,284,9,1.3,-9,-9,-9,990.8,1016.1,-9,-9,21.9,3.5,30,7.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1,-9,-9,31.7,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,2/6/2019,2019,2,6,수,오후 2:29:00,14,29,경상남도,거창군,가조면,수월리,4,관할,기타산악,128.0392845,35.74549635,844.6666667,215,284,7,1,-9,-9,-9,986.3,1012.9,-9,-9,13.2,-3.5,31,4.7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,6,0,-9,-,-9,-9,-9,2000,0.9,-9,-9,15.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,8/27/2013,2013,8,27,화,오후 5:23:00,17,23,경상남도,거창군,가북면,용암리,0,관할,산악기타,128.0499557,35.81441311,652.9545455,95,284,27,2.1,-9,-9,-9,981.5,1006.4,-9,-9,29.1,17.9,51,20.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,4,0,-9,Ci,1,0,0,2000,0.9,-9,-9,32.5,-99,-99,-99,-99,-9,-9,-9,3,2
가야산,경남,5/5/2015,2015,5,5,화,오후 10:33:00,22,33,경상남도,거창군,가북면,용암리,21,,일반조난,128.071594,35.83020733,877.5,175,284,32,0.8,-9,-9,-9,984.3,1011.1,-9,-9,11.9,1.5,49,6.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,2000,-9,-9,-9,11.6,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/24/2016,2016,10,24,월,오후 6:42:00,18,42,경상남도,거창군,가조면,수월리,5,관할,일반조난,128.0456384,35.74681837,881.2790698,205,284,0,0.4,-9,-9,-9,989.7,1016.3,8,-0.1,14.4,10.2,76,12.4,-9,0,0,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,-9,0,-9,-9,15,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,7/8/2020,2020,7,8,수,오후 5:17:00,17,17,경상남도,거창군,가조면,수월리,5,관할,일반조난,128.033681,35.74439041,734.8076923,245,284,14,1.4,-9,-9,-9,977.2,1002.2,-9,-9,27.8,19.8,62,23.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,9,1,16,-,-9,-9,-9,2000,0,-9,-9,33.1,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,8/12/2019,2019,8,12,월,오후 12:56:00,12,56,경상남도,거창군,가조면,수월리,5,관할,실족추락,128.0381012,35.74171066,708.4090909,205,284,14,2.8,-9,-9,-9,976.5,1001.7,4,0,26,24.4,91,30.6,0,0.9,0.9,-9,-9,-9,-9,-9,-9,-,9,9,5,-,-9,-9,-9,1510,0,-9,-9,26.5,-99,-99,-99,-99,-9,-9,-9,1,-9
가야산,경남,5/30/2018,2018,5,30,수,오후 12:45:00,12,45,경상남도,거창군,가조면,수월리,7,관할,기타산악,128.0394122,35.74390607,709.5652174,210,284,34,0.6,-9,-9,-9,982.6,1008.2,5,-1.2,22.2,19.7,86,22.9,7.4,7.4,7.4,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,1018,0.1,-9,-9,27.9,-99,-99,-99,-99,-9,-9,-9,1,-9
가야산,경남,3/30/2020,2020,3,30,월,오후 1:40:00,13,40,경상남도,거창군,가조면,수월리,3.9,관할,기타산악,128.0392235,35.74516737,844.6666667,215,284,14,1.6,-9,-9,-9,992.3,1018.9,-9,-9,15.5,-1.1,32,5.6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,6,0,-9,-,-9,-9,-9,2000,1,-9,-9,28.2,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/13/2021,2021,2,13,토,오후 1:38:00,13,38,경상남도,합천군,가야면,치인리,10,관할,기타산악,128.1213989,35.82310104,1324.74026,265,284,5,0.8,-9,-9,-9,995.6,1022.5,-9,-9,15.9,-7.7,19,3.4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1,-9,-9,19,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/22/2013,2013,10,22,화,오후 10:01:00,22,1,경상남도,합천군,가야면,치인리,18,타관할,일반조난,128.0948955,35.83181805,1002.45098,245,284,25,0.6,-9,-9,-9,996.1,1023.1,-9,-9,12.2,9.5,84,11.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,-9,-9,-9,-,-9,-9,-9,-9,-9,-9,-9,12.2,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,10/21/2019,2019,10,21,월,오후 2:34:00,14,34,경상남도,거창군,가조면,수월리,3,,기타산악,128.0399033,35.74319748,709.5652174,210,284,11,2.8,-9,-9,-9,989.4,1015.3,-9,-9,21.6,7.7,41,10.5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.8,-9,-9,27.7,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/19/2021,2021,11,19,금,오후 1:33:00,13,33,경상남도,거창군,가북면,우혜리,7,관할,개인질환,128.0442046,35.75212942,951.5853659,180,284,5,1.1,-9,-9,-9,990.9,1017.6,-9,-9,16.4,6.7,53,9.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,2,0,-9,-,-9,-9,-9,1418,1,-9,-9,21.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/13/2021,2021,11,13,토,오전 10:41:00,10,41,경상남도,거창군,가조면,수월리,10,관할,실족추락,128.0396175,35.74886464,844.6666667,215,284,0,0.4,-9,-9,-9,992.1,1019.9,-9,-9,6.8,2,72,7.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,2,0,-9,-,-9,-9,-9,6453,1,-9,-9,10.2,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/13/2021,2021,11,13,토,오전 10:41:00,10,41,경상남도,거창군,가조면,수월리,18,관할,실족추락,128.0396175,35.74886464,844.6666667,215,284,0,0.4,-9,-9,-9,992.1,1019.9,-9,-9,6.8,2,72,7.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,2,0,-9,-,-9,-9,-9,6453,1,-9,-9,10.2,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/19/2021,2021,11,19,금,오후 1:33:00,13,33,경상남도,거창군,가북면,우혜리,23,관할,기타산악,128.0442046,35.75212942,951.5853659,180,284,5,1.1,-9,-9,-9,990.9,1017.6,-9,-9,16.4,6.7,53,9.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,2,0,-9,-,-9,-9,-9,1418,1,-9,-9,21.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,11/19/2021,2021,11,19,금,오후 1:33:00,13,33,경상남도,거창군,가북면,우혜리,24.3,타관할,기타산악,128.0442046,35.75212942,951.5853659,180,284,5,1.1,-9,-9,-9,990.9,1017.6,-9,-9,16.4,6.7,53,9.8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-,2,0,-9,-,-9,-9,-9,1418,1,-9,-9,21.5,-99,-99,-99,-99,-9,-9,-9,3,-9
가야산,경남,2/7/2013,2013,2,7,목,오후 1:57:00,13,57,경상남도,합천군,가야면,구원리,48,관할,일반조난,128.1141162,35.78892864,525,230,284,34,5.4,36,11,1245,992,1020.7,-9,-9,-4.2,-16.7,37,1.7,-9,0,0,-9,-9,-9,-9,-9,-9,-,1,0,-9,Ci,1,0,0,2500,1,-9,-9,3.1,-99,-99,-99,-99,-9,-9,-9,3,2
